BIBID,TITLE,VOLUMES,CREATOR_ROLE,CREATOR_FNAME,CREATOR_LNAME,CREATOR_CNAME,SOURCE,SIGLUM,ADJUNCT_ROLE,ADJUNCT_FNAME,ADJUNCT_LNAME,ADJUNCT_CNAME,SERIES,PUBLISHER,PUBLISHER_LOC,PUBLISHED_BD,PUBLISHED_ED,PUBLISHED_NOTE,VOLUME,ISSUE_EDITION,LOCATION_CLASS,LOCATION,REPRINT,ID_CLASS,ID_NUMBER,CLASS,FORM,TYPE,MEDIUM,FORMAT,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNO,RELATED_LIBBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bibid 6806,Reproducció dels fragments 260/4/llatí/davant i 120/6/llatí/davant de l’Arxiu Històric Provincial de Girona,,,,,,,,,,,,,,,2007,,,,,,,,,,,BIBLIOGRAPHY*FORM*CODX,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,Biteca 20R-10,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-11,ROVIRA,,,,,,,Reproducció dels fragments 260/4/llatí/davant i 120/6/llatí/davant de l’Arxiu Històric Provincial de Girona (2007)
BITECA bibid 6807,Il volgarizzamento catalano Ct{SS}3{ES} del {I}Secretorum{/I} ps.-aristotelico e il codice 1474 della Biblioteca Nacional di Madrid,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ilaria,Zamuner,,Quaderni di Lingue e Letterature (Università di Verona),,,,,,,,,2006,,,31,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,237-45,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-43,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-11,ROVIRA,2012-01-28,App Service - MCR,,,,,"Zamuner (2006), “Il volgarizzamento catalano Ct{SS}3{ES} del Secretorum ps.-aristotelico e il codice 1474 della Biblioteca Nacional di Madrid”, Quaderni di Lingue e Letterature (Università di Verona)"
BITECA bibid 6808,Carta,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume,Riera i Sans,,,,,,,,,,,1991,,,,,,,,,,,BIBLIOGRAPHY*FORM*LETT,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*TYPE,,BITECA libid 1214,,,Biteca 15-45,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-11,ROVIRA,2011-04-05,ROVIRA,,,,,"Riera i Sans (1991), Carta"
BITECA bibid 6809,La Biblioteca Dalmases,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ramon d’,Alòs-Moner,,Butlletí de la Biblioteca de Catalunya,,,,,,,,,1916,,,3,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,28-57,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 15-47,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-12,ROVIRA,2011-03-09,ROVIRA,,,,,"Alòs-Moner (1916), “La Biblioteca Dalmases”, Butlletí de la Biblioteca de Catalunya"
BITECA bibid 6810,Carta,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Sergi,Gascón Uris,,,,,,,,,,,1993,,,,,,,,,,,BIBLIOGRAPHY*FORM*LETT,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*MANU,,BITECA libid 1214,,,Biteca 15-50,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-17,ROVIRA,2011-03-24,ROVIRA,,,,,"Gascón Uris (1993), Carta"
BITECA bibid 6811,Reproducció parcial del manuscrit SC R 091 T98 de la Biblioteca Bethlehem: Lehigh University,,,,,,,,,,,,,,,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*CODX,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 20R-10,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-17,ROVIRA,2008-12-17,ROVIRA,,,,,Reproducció parcial del manuscrit SC R 091 T98 de la Biblioteca Bethlehem: Lehigh University (2008)
BITECA bibid 6812,Clàssics anònims de la literatura catalana: primer esborrany per a una llista de títols uniformes,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Assumpció,Estivill Rius,,Item. Revista de Biblioteconomia i Documentació,,,,,,,,,1995,,,16,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,88-127,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-1,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-18,ROVIRA,2011-03-23,ROVIRA,,,,,"Estivill Rius et al. (1995), “Clàssics anònims de la literatura catalana: primer esborrany per a una llista de títols uniformes”, Item. Revista de Biblioteconomia i Documentació"
BITECA bibid 6813,Carta,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joan,Mahiques Climent,,,,,,,,,,,2004,,,,,,,,,,,BIBLIOGRAPHY*FORM*LETT,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-4,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-18,ROVIRA,2011-03-29,ROVIRA,,,,,"Mahiques Climent (2004), Carta"
BITECA bibid 6814,Carta,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joan,Mahiques Climent,,,,,,,,,,,2004-11,,,,,,,,,,,BIBLIOGRAPHY*FORM*LETT,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-5,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-18,ROVIRA,2011-03-29,ROVIRA,,,,,"Mahiques Climent (2004-11), Carta"
BITECA bibid 6815,Una altra traducció al català de la {I}Carta de Lèntulo al Senat de Roma{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Maria Mercè,López Casas,,"Edición y anotación de textos. Actas del I Congreso de Jóvenes Filolólogos (A Coruña, 25-28 de septiembre de 1996)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Carmen,Parrilla,,,Universidade da Coruña,A Coruña,1999,,,1,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,361-370,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-51,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-20,AVENOZA,2012-01-28,App Service - MCR,,,,,"López Casas (1999), “Una altra traducció al català de la Carta de Lèntulo al Senat de Roma”, Edición y anotación de textos. Actas del I Congreso de Jóvenes Filolólogos (A Coruña, 25-28 de septiembre de 1996)"
BITECA bibid 6816,Versions hispàniques de la {I}Carta de Pilat a Tiberi{/I},,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Maria Mercè,López Casas,,"Actes del VII Congrés de l’Associació Hispànica de Literatura Medieval (Castelló de la Plana, 22-26 de setembre de 1997)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Santiago,Fortuño,,,Publicacions de la Universitat Jaume I,Castelló de la Plana,1999,,,2,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,303-314,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2008-12-20,AVENOZA,2012-01-28,App Service - MCR,,,,,"López Casas (1999), “Versions hispàniques de la Carta de Pilat a Tiberi”, Actes del VII Congrés de l’Associació Hispànica de Literatura Medieval (Castelló de la Plana, 22-26 de setembre de 1997)"
BITECA bibid 6817,Inspecció personal,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gemma,Avenoza,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*PERS,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*MANU,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-13,ROVIRA,2009-02-18,ROVIRA,,,,,"Avenoza (2009), Inspecció personal"
BITECA bibid 6818,Inspecció personal,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Lourdes,Soriano,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*PERS,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*MANU,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-18,ROVIRA,2009-02-18,ROVIRA,,,,,"Soriano (2009), Inspecció personal"
BITECA bibid 6819,Vie provençale de sainte Marguerite,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Vladimir Federovich,Chichmarev,,Revue des Langues Romanes,,,,,,,,,1903,,,46,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,545-590,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-7,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-20,ROVIRA,2009-02-20,ROVIRA,,,,,"Chichmarev (1903), “Vie provençale de sainte Marguerite”, Revue des Langues Romanes"
BITECA bibid 6820,Noterelle provenzali,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Giulio,Bertoni,,Revue des Langues Romanes,,,,,,,,,1903,,,46,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,249-254,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-8,,,,,,,,,,,,,,,,"les pàgines citades corresponen al punt v: “Sulla vita provenzale di S. Margherita”, incloent-ne l’edició",,BIBLIOGRAPHY*STATUS*1C,2009-02-20,ROVIRA,,,,,,,"Bertoni (1903), “Noterelle provenzali”, Revue des Langues Romanes"
BITECA bibid 6821,Reproducció parcial del manuscrit 109 (c) de la Biblioteca de Catalunya,,,,,,,,,,,,,,,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*CODX,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 20R-13,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-20,ROVIRA,,,,,,,Reproducció parcial del manuscrit 109 (c) de la Biblioteca de Catalunya (2008)
BITECA bibid 6822,Reproducció parcial de l’imprès R-23 (4) de la RAE,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 14R-79,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-23,ROVIRA,,,,,,,Reproducció parcial de l’imprès R-23 (4) de la RAE (2009)
BITECA bibid 6823,Reproducció parcial de l’imprès R-23 (5) de la RAE,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 14R-80,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-23,ROVIRA,,,,,,,Reproducció parcial de l’imprès R-23 (5) de la RAE (2009)
BITECA bibid 6824,Reproducció parcial de l’imprès R-23 (6) de la RAE,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 14R-81,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-23,ROVIRA,,,,,,,Reproducció parcial de l’imprès R-23 (6) de la RAE (2009)
BITECA bibid 6825,Reproducció parcial de l’imprès R-23 (7) de la RAE,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 14R-82,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-23,ROVIRA,,,,,,,Reproducció parcial de l’imprès R-23 (7) de la RAE (2009)
BITECA bibid 6826,Reproducció parcial de l’imprès R-23 (8) de la RAE,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,iteca 14R-83,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-02-23,ROVIRA,,,,,,,Reproducció parcial de l’imprès R-23 (8) de la RAE (2009)
BITECA bibid 6827,Notas sobre {I}El misterio de Elche{/I} y otros dramas sagrados de Valencia,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Hermenegildo,Corbató,,Hispania,,,,,,,,,1932,,,15,2,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,103-108,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-9,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-03,ROVIRA,2012-01-28,App Service - MCR,,,,,"Corbató (1932), “Notas sobre El misterio de Elche y otros dramas sagrados de Valencia”, Hispania"
BITECA bibid 6828,Carta,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume,Riera i Sans,,,,,,,,,,,1992,,,,,,,,,,,BIBLIOGRAPHY*FORM*LETT,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*TYPE,,BITECA libid 1214,,,Biteca 16-10,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-03,ROVIRA,2011-04-05,ROVIRA,,,,,"Riera i Sans (1992), Carta"
BITECA bibid 6829,Recorriendo Bibliotecas antiguas: (I) La Biblioteca Capitular de Tarazona,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,José María,March,,Estudios Eclesiásticos,,,,,,,,,1925,,,4,15,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,323-29,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-11,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-05,ROVIRA,,,,,,,"March (1925), “Recorriendo Bibliotecas antiguas: (I) La Biblioteca Capitular de Tarazona”, Estudios Eclesiásticos"
BITECA bibid 6830,Reproducció parcial de l’exemplar U-10862 de la BNM,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,Biteca 20R-14,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-05,ROVIRA,2009-04-02,ROVIRA,,,,,Reproducció parcial de l’exemplar U-10862 de la BNM (2009)
BITECA bibid 6831,Prédictions astronomiques pour les années 1290 a 1295,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,C. de,Tourtoulon,,Revue des Langues Romanes,,,,,,,,,1872,,,3,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,175-79 i 350-53,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-13,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-09,ROVIRA,2009-03-09,ROVIRA,,,,,"Tourtoulon (1872), “Prédictions astronomiques pour les années 1290 a 1295”, Revue des Langues Romanes"
BITECA bibid 6832,Reproducció parcial del manuscrit 164 de la Biblioteca de Catalunya,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*CODX,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,Biteca 20R-15,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-10,ROVIRA,,,,,,,Reproducció parcial del manuscrit 164 de la Biblioteca de Catalunya (2009)
BITECA bibid 6833,Reproducció parcial de l’incunable 2 de la Biblioteca Valenciana,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,Biteca 20R-16,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-11,ROVIRA,,,,,,,Reproducció parcial de l’incunable 2 de la Biblioteca Valenciana (2009)
BITECA bibid 6834,Reproducció parcial de l’incunable 490 de la BUB,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,21R-1,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-16,ROVIRA,,,,,,,Reproducció parcial de l’incunable 490 de la BUB (2009)
BITECA bibid 6835,Reproducció parcial de l’imprès 10-VI-11 de la BdC,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,Biteca 20R-18,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-16,ROVIRA,,,,,,,Reproducció parcial de l’imprès 10-VI-11 de la BdC (2009)
BITECA bibid 6836,Reproducció del ms. 75 de la BUB. Bisbe de Jaen,,,,,,,,,,,,,,,2009,,,,,,,,,,,BIBLIOGRAPHY*FORM*CODX,BIBLIOGRAPHY*TYPE*TEXT,BIBLIOGRAPHY*MEDIUM*PFAC,,BITECA libid 1214,,,Biteca 21R-2,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-03-27,ROVIRA,,,,,,,Reproducció del ms. 75 de la BUB. Bisbe de Jaen (2009)
BITECA bibid 6837,"La nostra Arqueología literaria. Conferencia donada a l’Ateneu Barcelonès dia 14 de maig de 1904, y seguida de Comentaris y Notes bibliogràfiques",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,M.,Obrador i Bennassar,,,,,,,,,Impr. de les filles de J. Colomar,Palma de Mallorca,1905,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1I,2009-05-27,ROVIRA,,,,,,,"Obrador i Bennassar (1905), La nostra Arqueología literaria. Conferencia donada a l’Ateneu Barcelonès dia 14 de maig de 1904, y seguida de Comentaris y Notes bibliogràfiques"
BITECA bibid 6838,Una cançó de despit contra el rei Martí,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume,Riera i Sans,,,,,,,,"Mot, so, razo",,,2008,,,7,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,34-41,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 16-14,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-05-27,ROVIRA,,,,,,,"Riera i Sans (2008), “Una cançó de despit contra el rei Martí”,"
BITECA bibid 6839,Per una nova Bibliografia de la Literatura Catalana Antiga,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Vicenç,Beltran,,IX Col.loqui Internacional de Llengua i Literatura Catalanes. Actes,,,,,,,Publicacions de l’Abadia de Montserrat,Barcelona,1993,,,1,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,223-38,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-06-13,AVENOZA,2017-08-09,AVENOZA,,,,,"Beltran et al. (1993), “Per una nova Bibliografia de la Literatura Catalana Antiga”, IX Col.loqui Internacional de Llengua i Literatura Catalanes. Actes"
BITECA bibid 6840,La bibliografia dels antics textos catalans. Accés informàtics als materials,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gemma,Avenoza,,Catalan Review,,,,,,,,,1994,,,VIII,1-2,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,9-25,,BIBLIOGRAPHY*ID_CLASS*ISSN,0213-5949,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 17-37,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-06-13,AVENOZA,2015-09-14,CLARA,,,,,"Avenoza (1994), “La bibliografia dels antics textos catalans. Accés informàtics als materials”, Catalan Review"
BITECA bibid 6841,"Manuscritos, informática y codicología",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gemma,Avenoza,,"Actas. Mulleres en Galicia. Galicia e outros pobos da Península. VII Congreso Internacional de Estudios Galegos (Barcelona, maio de 2003)",,BIBLIOGRAPHY*ADJUNCT_ROLE*EDIT,Helena,González,,,Edicións do Castro,O Castro,2007,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1193-1206,,BIBLIOGRAPHY*ID_CLASS*ISBN,978-84-8485-266-7,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*EFIL,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-06-13,AVENOZA,2011-03-14,ROVIRA,,,,,"Avenoza (2007), “Manuscritos, informática y codicología”, Actas. Mulleres en Galicia. Galicia e outros pobos da Península. VII Congreso Internacional de Estudios Galegos (Barcelona, maio de 2003)"
BITECA bibid 6842,Filigranas en manuscritos hispanos. 1. Biblias romanceadas. 2. Comentarios bíblicos,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gemma,Avenoza,,Incipit,,,,,,,,,2006,,,25-26,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1-20,,BIBLIOGRAPHY*ID_CLASS*ISSN,0326-0941,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-06-13,AVENOZA,2011-03-14,ROVIRA,,,,,"Avenoza (2006), “Filigranas en manuscritos hispanos. 1. Biblias romanceadas. 2. Comentarios bíblicos”, Incipit"
BITECA bibid 6843,Registro de filigranas de papel en códices españoles,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gemma,Avenoza,,Incipit,,,,,,,,,1993,,,13,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1-13,,BIBLIOGRAPHY*ID_CLASS*ISSN,0326-0941,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-06-13,AVENOZA,,,,,,,"Avenoza (1993), “Registro de filigranas de papel en códices españoles”, Incipit"
BITECA bibid 6844,Registro de filigranas de papel en códices españoles,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gemma,Avenoza,,Incipit,,,,,,,,,1991,,,11,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1-9,,BIBLIOGRAPHY*ID_CLASS*ISSN,0326-0941,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-06-13,AVENOZA,2011-03-14,ROVIRA,,,,,"Avenoza et al. (1991), “Registro de filigranas de papel en códices españoles”, Incipit"
BITECA bibid 6845,Registro de filigranas de papel en códices españoles,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gemma,Avenoza,,Incipit,,,,,,,,,1990,,,10,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,1-15,,BIBLIOGRAPHY*ID_CLASS*ISSN,0326-0941,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,2009-06-13,AVENOZA,,,,,,,"Avenoza et al. (1990), “Registro de filigranas de papel en códices españoles”, Incipit"
BITECA bibid 6846,Las encuadernaciones artísticas del siglo XVII en la Biblioteca Complutense,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Antonio,Carpallo Bautista,,V Jornadas Científicas Sobre Documentación de Castilla e Indias en el siglo XVII,,BIBLIOGRAPHY*ADJUNCT_ROLE*DIRE,Juan Carlos,Galende Díaz,,,Universidad Complutense de Madrid. Departamento de Ciencias y Técnicas Historiográficas,Madrid,2006,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,9-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,2009-07-13,AVENOZA,2011-03-17,ROVIRA,,,,,"Carpallo Bautista (2006), Las encuadernaciones artísticas del siglo XVII en la Biblioteca Complutense"
