MANID,TITLE,TITLE_LOC,TITLE_NICKNAME,MATERIAL,MATERIAL_BASIS,FORMAT,FORMAT_BASIS,STATE,STATE_BASIS,BINDING,BINDING_BASIS,CONDITION,CONDITION_BASIS,LEAF_CLASS,LEAF_COUNT,LEAF_BASIS,COLLATION,COLLATION_BASIS,SIZE_CLASS,SIZE_HEIGHT,SIZE_WIDTH,SIZE_LOC,SIZE_BASIS,PAGE_CLASS,PAGE_DETAIL,PAGE_LOC,PAGE_Q,PAGE_BASIS,HAND_CLASS,HAND_DETAIL,HAND_LOC,HAND_Q,HAND_BASIS,FONT_CLASS,FONT_DETAIL,FONT_LOC,FONT_Q,FONT_BASIS,WATERMARK_CLASS,WATERMARK_DETAIL,WATERMARK_LOC,WATERMARK_Q,WATERMARK_BASIS,GRAPHIC_CLASS,GRAPHIC_DETAIL,GRAPHIC_LOC,GRAPHIC_Q,GRAPHIC_BASIS,MUSIC_CLASS,MUSIC_DETAIL,MUSIC_LOC,MUSIC_Q,MUSIC_BASIS,FEATURE_CLASS,FEATURE_DETAIL,FEATURE_LOC,FEATURE_Q,FEATURE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_MAKER_IDP,MILESTONE_MAKER_ID,MILESTONE_MAKER_IDQ,MILESTONE_MAKERBASIS,MILESTONE_FUNDER_IDP,MILESTONE_FUNDER_ID,MILESTONE_FUNDER_IDQ,MILESTONE_FUNDERBASIS,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,OWNER_IDP,OWNER_ID,OWNER_IDQ,OWNER_CALLNO,OWNER_ARMS,OWNER_PRICE,OWNER_CURRENCY,OWNER_GEOID,OWNER_GEOIDQ,OWNER_BD,OWNER_BDQ,OWNER_ED,OWNER_EDQ,OWNER_BASIS,CLASS,FIRST_ANAID,FIRST_TEXSEQ,FIRST_TEXID,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNOCLASS,RELATED_LIBCALLNO,RELATED_LIBSEQUENCE,RELATED_LIBBASIS,RELATED_LIBEVENTCLASS,RELATED_LIBEVENTDETAIL,RELATED_LIBEVENTPRICE,RELATED_LIBEVENTCURRENCY,RELATED_LIBEVENTGEOID,RELATED_LIBEVENTGEOIDQ,RELATED_LIBEVENTBD,RELATED_LIBEVENTBDQ,RELATED_LIBEVENTED,RELATED_LIBEVENTEDQ,RELATED_LIBEVENTBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNILANGUAGE,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA manid 4505,CRONICA | DE SAN | FERNANDO,tejuelo,,MS_ED*MATERIAL*PAPER,{I}IGM{/I},,,,,"pasta española, s. XX",{I}IGM{/I},"quemaduras f. 90, afectando el texto",Faulhaber 2015,MS_ED*LEAF_CLASS*FF,10 (guardas) + 1-264 + 10 (guardas),Faulhaber,,,MS_ED*SIZE_CLASS*LEAF,318,215,7,Faulhaber,MS_ED*PAGE_CLASS*LIN,32,,,,,,,,,,,,,,,,,,{I}IGM{/I},,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,BETA bioid 4675,,,Group 1,,,,,,,1583-12-20,,1614-03-20,,Faulhaber,Group 1,BETA bioid 2225,,,,,,,,,,,,{I}IGM{/I},MS_ED*CLASS*COMP,BETA cnum 8338,10.0,BETA texid 9790,,Carta f. 96r de,BETA bioid 3300,,,,,,,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/892,MA145175,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1004,II,497-500,892,,,,,,MS_ED*RELATED_UNICLASS*CON,también numerosos textos pos-medievales en,,MS_ED*RELATED_UNILANGUAGE+1*CASTELLANO,Faulhaber,,,,BETA subid 1265,,,,,,"Faulhaber 2001: Facticio. Numerosos materiales medievales y pos-medievales sobre la santidad de Fernando III, preparados especialmente como propaganda para su canonización. El índice contemporáneo no corresponde con el estado actual del MS, faltando algunos textos mencionados allí.<br /><br />{I}IGM{/I}: “Precede al texto un índice del contenido del manuscrito. Numeración antigua y moderna, a lápiz; en la primitiva foliación faltan los fols. 87 a 94, inclusive, que contenían cartas de Ambrosio de Morales, según el citado índice. Igualmente faltan los fols. 64 a 67 de la misma foliación, dejando incompleto el tratado I. El texto del fol 196 v. salta al 201.’’",,MS_ED*STATUS*1I,1999-06-21,FAULHABER,2023-04-18,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bdh-rd.bne.es/viewer.vm?id=0000012442&page=1,Bibl. Digital Hispánica,2013-08-26,"MS: Madrid: Nacional (BNE), MSS/892. Juan Vázquez del Mármol, 1583-12-20 - 1614-03-20. Desconocido, [Crónica particular de San Fernando], escrito 1340 ca. - 1360 ca."
BETA manid 4505,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*LEAF,320,210,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,892,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5020,,,MSS/882,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://www.bne.es/es/Micrositios/Guias/Inventario_Manuscritos/resources/docs/invgenmss02.pdf#page=502,BNE {I}IGM{/I},,
BETA manid 4505,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*TXTPG,240,135,7r,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,E-19,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 5461,,,MSS/882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4505,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,332,229,,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4505,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,32,225,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIFD,BETA bibid 6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4508,Coronica de Henrriq. 4,tejuelo,,MS_ED*MATERIAL*PAPER,,,,,,piel con hierros dorados,{I}Nuevos ingresos{/I},,,MS_ED*LEAF_CLASS*FF,238 + 47 + 31 + 11 (pag. var.),{I}Nuevos ingresos{/I},,,MS_ED*SIZE_CLASS*LEAF,318,220,,{I}Nuevos ingresos{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1601,,1700,,Nuevos ingresos 1997,Group 1,BETA bioid 3616,?,,,,,,,,,1992,,Evans 1824,MS_ED*CLASS*COMP,BETA cnum 8352,10.0,BETA texid 1812,,,,,,,,,,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/22660,MA400713,,MS_ED*RELATED_LIBEVENTCLASS*A,,,,,,1992,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3863,,,22660,,,,,,MS_ED*RELATED_UNICLASS*CON,también textos pos-medievales de Francesco Guicciardini y Giovanni Botero traducidos del,,MS_ED*RELATED_UNILANGUAGE+1*ITALIANO,,,BETA geoid 1104,,BETA subid 1017,,,1474,ad quem,,"Descr. de Evans 1824: “1135 Historia del Rey D. Enrique IV. Compuesta por Alonso de Palencia; adicionada y corregida por D. Francisco de Trillo y Figuera. Año 1647. “Esta Cronica escrita por Alfonso de Palencia es cierta y verdadera, ni calla lo malo, ni dexa de decir lo bueno.’’ MS. note.<br />The Spanish Government have never allowed any of the Chronicles or Histories of this reign to be published : even that of Castillo printed by Sancha, never received the Royal licence, and in consequence has never been published in Spain.<br />",,MS_ED*STATUS*2I,1999-07-05,FAULHABER,2023-04-19,FAULHABER,,,,,"MS: Madrid: Nacional (BNE), MSS/22660. 1601 - 1700. seudo-Alfonso de Palencia… Crónica castellana de Enrique IV, escrito 1481 ca. - 1482 ca."
BETA manid 4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 2,,,,Group 2,,,,,,,1647,ad quem,,,2{SS}a{ES} parte (Nuevos ingresos 1997),Group 2,BETA bioid 1983,,12320,,,,,,,,,,{I}Nuevos ingresos{/I} 1997,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,22660,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 7676,,80,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 3,BETA bioid 2310,,,,,,,,,,,,{I}Nuevos ingresos{/I} 1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 8585,,93,1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4573,,,,,,,,,,"piel, con cortes jaspeados en rojo, s. XIX","BNE Cat,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*MIN,"de un rey y una reina a caballo, en unión de otras dos personas, teniendo en el fondo un castillo. Tintas verdes, rojas y doradas",I,,BNE Cat,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1491,ca.,1500,ca.,,Group 1,BETA insid 1292,,"Est. 2, cajón 1, Num. 3",,,,,,,,,,Castro,,BETA cnum 11121,10.0,BETA texid 1277,MS_ED*RELATED_BIOCLASS*EN,,BETA bioid 3403,,,,,,Alvar & Lucía 1999:9,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/12915,MA376150,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 5416,,,MSS/12915,,,,,,MS_ED*RELATED_UNICLASS*CON,principalmente textos de derecho canónico en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,BNE Cat.,,,,BETA subid 1265,,,,,,"Lucía 2007:81: contiene “varias obras de derecho canónico”<br /><br />BNE Cat: “Fragmento en pergamino e iluminado de Tristán de Leonís (h. I). Muy deteriorado por haber formado parte de la encuadernación de este manuscrito, estando antes pegada a una tapa de la encuadernación (V.a. los otros fragmentos en Mss/22644/1-51 y Mss/20262/19, procedentes de las encuadernaciones de los manuscritos Mss/12915 y Mss/13881). Presenta figuras de gran tamaño, un rey y una reina a caballo, en unión de otras dos personas, teniendo como fondo un castillo.Tintas verdes, rojas y doradas”<br />",,MS_ED*STATUS*2I,2000-09-04,FAULHABER,2023-04-17,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bdh-rd.bne.es/viewer.vm?id=0000233347&page=1,Bibl. Digital Hispánica,2019-10-09,"MS: Madrid: Nacional (BNE), MSS/12915. 1491 ca. - 1500 ca. Desconocido, Tristán de Leonís (tr. Desconocido), traducido 1400 ca. ad quem."
BETA manid 4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,12915,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1130,,508-509,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,Dd-238,,,,,,,,,,,,,,,BETA bibid 3947,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 5287,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5020,,,MSS/12915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1617,I,315,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAC,BETA bibid 1617,I,316,lám. 264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4589,,,,MS_ED*MATERIAL*PAPER,Miola,MS_ED*FORMAT*4SSOES,Miola,,,"becerro moteado, de la biblioteca farnesiana (flor-de-lis), s. XVII",Fossier,"en blanco: 1-9, 25-26, 55-58, 147-148, 347-355",Fossier,MS_ED*LEAF_CLASS*FF,1-89 + 90-319 (= 1-228 ant.) + 320-381,Fossier,,,MS_ED*SIZE_CLASS*LEAF,285,200,,Fossier,,,,,,MS_ED*HAND_CLASS*CU,,,,Miola,,,,,,MS_ED*WATERMARK_CLASS*SPEC,,,,Fossier: Briquet 10626 (1467),MS_ED*GRAPHIC_CLASS*TIT,en rojo,,,Fossier,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,BETA bioid 4918,,Miola,Group 1,,,,BETA geoid 1016,?,Faulhaber,1467-10-11,?,,,Miola,Group 1,BETA insid 5509,,,,,,,,1567,ad quem,,,Fossier: es el n. 262 del inventario de 1567,MS_ED*CLASS*CONT,BETA cnum 8616,100.0,BETA texid 9875,,,,,,,,,,BETA libid 261,,,MS_ED*RELATED_LIBCALLNOCLASS*C,VIII. C. 19 (2),MA045000,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3965,,79-80,LVII,,,,,,MS_ED*RELATED_UNICLASS*CON,también textos matemáticos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,Fossier,,,,BETA subid 1263,,,,,,"MS facticio de 3 partes: ff. 1-90, ff. 90-355v, ff. 356-381. Fossier 1982:354: “la partie du ms. comprise entre les ff. 90-283 a été copiée par Gonzalvo de martino, en octobre 1465 en Italie.”<br /><br />Fossier parece confundir la fecha de composición del tratado de música de Pedro Martínez de Osma (ff. 237v-264v) con la de copiar la segunda parte del MS en la que aparece. Gómez Galán corrige la fecha de composición que da (“aot 1464') en agosto de 1465, disputa el lugar de copia (“Italie') y el nombre del copista (“Gonzalvo de Martino”) en Gonzalo de Martos.<br /><br />Los dos confunden el tipo de filigrana de esta segunda parte del MS (Briquet 10626), que no representa “tijeras” sino “anteojos”.<br /><br />El texto del tratado de Pedro Martínez de Osma está fechado “lunes denze [!] dias del mes de otubre del ano [!] de 1467” (Miola).<br /><br />Todos los otros textos del MS salvo la trad. del tratado de Pedro de Osma están en latín. Los textos de la segunda parte del MS versan sobre aritmética, óptica y geometría<br /><br />Descr. de Fossier p. 352: <br /><br />Papier (Briquet 5576, 11882, 10626, filigrane non répertorié, 7686), vers 1470-1480. (6 mains: a) ff. 1-37; b) ff. 39-54; c) ff. 59-89; d) ff. 92-283v; e) ff. 284-356; f) ff. 356-381, longues lignes. 381 ff. (ff. 1-9, 25-26, 55-58, 147-148, 347-355 blancs); foliotation ancienne de 1 à 228 pour la partie du ms. comprise entre ff. 90 et 319), 285 × 200, réglures, titres rubriqués, dessins à la plume (à pleine page, ff. 37, 54, 132v-133, 134v, 139v, 145, 345v-346, 366v-367, 370v-371, 372v, reliure veau moucheté, XVII{SS}e{ES} (lys Farnèse), ms. de miscellanea en trois parties (a), ff. 1-90; b) ff. 90-355v.; c) ff. 356-381), mention de possesseur.",,MS_ED*STATUS*2I,2001-02-21,FAULHABER,2023-07-31,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://www.ksbm.oeaw.ac.at/_scripts/php/loadRepWmark.php?rep=briquet&refnr=10626&lang=fr,Briquet Online: n. 10626 (1467),2019-07-02,"MS: Napoli: Nazionale, VIII. C. 19 (2). Salamanca?: Gonzalo de Martos, 1467-10-11?. Pedro Martínez de Osma, Tratado en que se muestra la música gregoriana en gran parte ser diversa de la música boeciana (tr. Desconocido), traducido 1467-10-11."
BETA manid 4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*HAND_CLASS*HU,,,,Miola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 8016,,118-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 8017,,352-54,VIII C 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 6761,,,10626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4656,TABULAE | ASTRON.,tejuelo,,MS_ED*MATERIAL*PARCH,{I}IGM{/I},,,,,"piel con hierros dorados, con el escudo del Cardenal Zelada al pie del lomo, s. XIX",BNE Cat.,"excelente: En blanco las h. 24v-26v, 66v; la h. 1 arreglada finamente en el ángulo inf. interior",Faulhaber,MS_ED*LEAF_CLASS*FF,2 (h. de respeto de papel) +1-66 (mod.) + 2 (h. de respeto de papel),Faulhaber 2019,1{SS}10{ES} T{SS}10{ES} d{SS}6{ES} a-d{SS}10{ES},Faulhaber 2019,MS_ED*SIZE_CLASS*LEAF,250,180,,{I}IGM{/I},MS_ED*PAGE_CLASS*COL,2,,,{I}IGM{/I},MS_ED*HAND_CLASS*GM,carolina,,,Faulhaber 2019,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INI,"J formado por la min. de un soldado que lucha contra un dragón, en verde oliva, azul y anaranajada",1r marg. sup. e izq.,,Faulhaber 2019,,,,,,MS_ED*FEATURE_CLASS*JU,"6 rayas verticales para las iniciales y columnas, extendiéndose hasta el borde de la h., y rayas para los renglones que terrminan en las rayas verticales exteriores de la col.",,,Faulhaber 2019,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,BETA geoid 1165,?,,1262,,,,{I}IGM{/I},Group 1,BETA bioid 8303,,,,,,,,,,,,,,BETA cnum 8726,10.0,BETA texid 4493,,,,,,,,,,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/10023,MA328250,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIFD,BETA bibid 7845,,,,,,,,,MS_ED*RELATED_UNICLASS*CON,sólo textos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,{I}IGM{/I},,,,BETA subid 1054,,,,,,"Faulhaber: Se mantiene este registro por razones históricas, aunque el MS ni es español ni contiene textos en español. Como el primer texto se terminó de traducir al latín en Palermo, es más que probable que el MS se escribió allí, dada sus características paleográficas y gráficas.<br /><br />Las signaturas de hoja y cuaderno son posteriores. Los cuatro cuad. primeros llevan sign. que parecen ser de época moderna; Los restantes llevan sign. de cuaderno solamente, una letra en el centro del marg. inf. del recto de la primera h. del cuaderno, también posteriores, posiblemente del s. XVI.<br /><br />Las indicaciones guías para el rubricador se encuentran en letra diminuta en el marg. sup., muchas cortadas por la cuchilla .<br /><br />Descr. de BNE Cat.:<br /><br />Autor personal	Abu Ya’far Ahmad ben Yusuf ibn Kammad<br />Título	Astronomia (h. 1-18v). Geber, Tabule astronomie (h. 18v-23). [Tablas astronómicas, sin título] (h. 27-66) [Manuscrito]<br />Publicación	 1262<br />Descripción física	 66 h. (2 col., 34 lín.) : perg. ; 25 x 18 cm.<br />Nota general	 Notas marginales, de mano posterior<br />N.lengua/Escritura	 Letra de una sola mano<br />Nota de contenido	 Notas cronológicas de correspondencia y conversión de los años árabes y cristianos, con especial referencia a los años 1266 y 1268 a.C., en h. 23v-24.<br />Incipit/Explicit	 Iste canon extractus a canonibus (h. 1)…. Et perfecta fuit translatio et interpretatio istarum portarum in Panormitana civitate per Iohannem de Dumpno filium quondam Philippi de Dumpno, die veneris 27 mensis augusti 4 indicione ab annis Domini Salvatoris nostri Ihesu Christi 1260. Et concordatus est cum ipsis annis nonus decimus dies mensis Ramdan ab annis seductionis 658, sub laude et gloria omnipotentis Dei et Salvatoris nostri Ihesu Christi feliciter, amen. Explicit (h. 18)<br />Incipit/Explicit	 Sciendum est quod in tabulis istis (h. 18v)… Perfecta est interpretatio et translatio istarum portarum de arabico in latinum per Iohannem de Dumpno filium Philippi de Dumpno in civitate panormitana, anno a nativitate Domini nostri Ihesu Christi, 1262. Sub laude et gloria omnipotentis Dei feliciter, amen. Explicit (h. 23)<br />Nota tít. y men. res	 Título en el tejuelo: Tabulae astron.<br />N. área desc. fis.	 En blanco las h. 24v-26v.<br />Nota sobre ilustrac.	 Adorno marginal, en h. 1, de un guerrero luchando con un león, y una serpiente con cabeza de ave<br />Nota sobre ilustrac.	 Capitales e iniciales en azul y rojo, con decoración de rasgueo. Epígrafes en rojo. Los números de las Tablas finales, en azul, rojo y negro<br />Nota de procedencia	 Francisco Javier de Zelada, Cardenal<br />Nota de procedencia	 Catedral de Toledo<br /><br />Autor Secundario	Yabir b. Aflah (s. XII). Tabule astronomie<br />Autor Secundario	Johannes de Dumpho’",,MS_ED*STATUS*1C,2003-11-06,FAULHABER,2023-04-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bdh-rd.bne.es/viewer.vm?id=0000014503&page=1,Bibl. Digital Hispánica,2019-10-08,"MS: Madrid: Nacional (BNE), MSS/10023. Palermo?:, 1262. Ibn al-Kammad, Sobre circunferencia de motu (tr. Desconocido), traducido 1262."
BETA manid 4656,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*LEAF,244,174,f. 3,Faulhaber,MS_ED*PAGE_CLASS*LIN,34,,,{I}IGM{/I},,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*BOR,"formado por un ave de cuello en forma de nudo, en verde oliva, azul, anaranjada y pardo",1r marg. inf. e izq.,,Faulhaber 2019,,,,,,MS_ED*FEATURE_CLASS*RU,punta de plomo,,,Faulhaber 2019,,,,,,,,,,,,,,,,,,,Group 2,BETA insid 1069,,Caxon 98 Num 31,,,,,,,,,,{I}IGM{/I},,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,10023,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5020,,,MSS/10023,,,,,,,,,,,,,,BETA subid 1265,,,,,,,,,,,,,,,,,
BETA manid 4656,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*TXTPG,166,18 + 3 + 55 + 9 + 55 + 4 + 29,4r,Faulhaber 2019,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INIS,de 3 ll. azul y rojas alternando con rasgueo fino del color contrastante y salidas al marg. Las iniciales se extienden dentro del marg. izq. o el intercol.,,,Faulhaber 2019,,,,,,MS_ED*FEATURE_CLASS*FL,encima del pautado,,,Faulhaber 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,Hh.110,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 5461,,,MSS/10023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 4656,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*COL,166,55,"4ra, 4rb",Faulhaber 2019,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*TIT,en rojo,,,Faulhaber 2019,,,,,,MS_ED*FEATURE_CLASS*CWS,horizontales centrados debajo del intercol. y decorados con trazos rojos encima y en los 2 lados,"10v, 20v",,Faulhaber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETA bibid 4378,,284n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
