,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,
2080,BETA geoid 2816,GEOGRAPHY*TYPE*T,Roncesvalles,https://es.wikipedia.org/wiki/Roncesvalles,
2081,BETA geoid 2817,GEOGRAPHY*TYPE*CO,Bidache (comuna),https://www.wikidata.org/wiki/Q197008,
2083,BETA geoid 2817,,,https://es.wikipedia.org/wiki/Bidache,
2082,BETA geoid 2817,,,https://database.factgrid.de/wiki/Item:Q106685,
2084,BETA geoid 2818,GEOGRAPHY*TYPE*T,Escriche,https://es.wikipedia.org/wiki/Escriche,
2085,BETA geoid 2819,GEOGRAPHY*TYPE*T,Uncastillo,https://es.wikipedia.org/wiki/Uncastillo,
2086,BETA geoid 2820,GEOGRAPHY*TYPE*T,La Mela,,
2087,BETA geoid 2821,GEOGRAPHY*TYPE*T,Alcolea,https://es.wikipedia.org/wiki/Alcolea_(AlmerC3%ADa),
2088,BETA geoid 2822,GEOGRAPHY*TYPE*T,Alcolea del Río,https://www.wikidata.org/wiki/Q516549,
2090,BETA geoid 2822,,,https://es.wikipedia.org/wiki/Alcolea_del_rC3%ADo,
2089,BETA geoid 2822,,,https://database.factgrid.de/wiki/Item:Q343452,
2091,BETA geoid 2824,GEOGRAPHY*TYPE*T,Barbalos,https://es.wikipedia.org/wiki/Barbalos,
2092,BETA geoid 2825,GEOGRAPHY*TYPE*T,Tocina,https://es.wikipedia.org/wiki/Tocina,
2093,BETA geoid 2826,GEOGRAPHY*TYPE*T,Peñalver,https://es.wikipedia.org/wiki/PeC3%B1alver,
2094,BETA geoid 2827,GEOGRAPHY*TYPE*T,Fregenal de la Sierra,https://es.wikipedia.org/wiki/Fregenal_de_la_Sierra,
2095,BETA geoid 2828,GEOGRAPHY*TYPE*C,Águila (condado),https://es.wikipedia.org/wiki/Condado_del_%C3%81guila,
2096,BETA geoid 2829,GEOGRAPHY*TYPE*T,Quintanilla Somuñó,https://es.wikipedia.org/wiki/Quintanilla-Somu%C3%B1%C3%B3,
2097,BETA geoid 2830,GEOGRAPHY*TYPE*T,Adamuz,https://es.wikipedia.org/wiki/Adamuz,
2098,BETA geoid 2831,GEOGRAPHY*TYPE*T,Cañizar,https://es.wikipedia.org/wiki/Marquesado_de_Ca%C3%B1izar,
2099,BETA geoid 2832,GEOGRAPHY*TYPE*C,Urgel (condado),https://www.wikidata.org/wiki/Q12729,
2101,BETA geoid 2832,,,https://es.wikipedia.org/wiki/Condado_de_Urgel,
2102,BETA geoid 2833,GEOGRAPHY*TYPE*T,Peñaranda del Duero,https://es.wikipedia.org/wiki/PeC3%B1aranda_de_Duero,
2103,BETA geoid 2834,GEOGRAPHY*TYPE*T,San Esteban de las Cruces,https://www.wikidata.org/wiki/Q1607479,
2104,BETA geoid 2834,,,https://es.wikipedia.org/wiki/Cruces_(Oviedo),
2105,BETA geoid 2835,GEOGRAPHY*TYPE*CA,Principado de Asturias (comunidad autónoma),https://www.wikidata.org/wiki/Q24004403,
2107,BETA geoid 2835,,,https://en.wikipedia.org/wiki/Asturias,
2106,BETA geoid 2835,,,https://database.factgrid.de/wiki/Item:Q21938,
2108,BETA geoid 2836,GEOGRAPHY*TYPE*T,Almada,https://www.wikidata.org/wiki/Q941760,
2109,BETA geoid 2837,GEOGRAPHY*TYPE*T,Carrascosa del Campo,https://www.wikidata.org/wiki/Q2468358,
2110,BETA geoid 2838,GEOGRAPHY*TYPE*T,Calatañazor,https://www.wikidata.org/wiki/Q829810,
2111,BETA geoid 2839,GEOGRAPHY*TYPE*T,Orthez,https://www.wikidata.org/wiki/Q244248,
2112,BETA geoid 2840,GEOGRAPHY*TYPE*T,Santa Cruz de la Sierra,https://www.wikidata.org/wiki/Q973409,
2113,BETA geoid 2841,GEOGRAPHY*TYPE*T,Sarria,,
2114,BETA geoid 2842,GEOGRAPHY*TYPE*PE,Italia (península),https://www.wikidata.org/wiki/Q145694,
2115,BETA geoid 2842,,,https://database.factgrid.de/wiki/Item:Q780039,
2116,BETA geoid 2843,GEOGRAPHY*TYPE*T,Olmedilla,https://es.wikipedia.org/wiki/Olmedilla_de_AlarcC3%B3n,
2117,BETA geoid 2844,GEOGRAPHY*TYPE*T,Aldeadávila de la Ribera,https://www.wikidata.org/wiki/Q1625925,
2118,BETA geoid 2845,GEOGRAPHY*TYPE*T,Vinaceite,https://www.wikidata.org/wiki/Q1641492,
2119,BETA geoid 2846,GEOGRAPHY*TYPE*T,Aranda de Moncayo,https://www.wikidata.org/wiki/Q604187,
2120,BETA geoid 2847,GEOGRAPHY*TYPE*T,Trasmoz,https://www.wikidata.org/wiki/Q1628169,
2121,BETA geoid 2848,GEOGRAPHY*TYPE*T,Peñíscola,https://www.wikidata.org/wiki/Q845424,
2122,BETA geoid 2849,GEOGRAPHY*TYPE*T,Alpartir,https://www.wikidata.org/wiki/Q1641433,
2123,BETA geoid 2850,GEOGRAPHY*TYPE*T,Castañares,https://www.wikidata.org/wiki/Q2941342,
2124,BETA geoid 2851,GEOGRAPHY*TYPE*T,Olivenza,https://www.wikidata.org/wiki/Q488052,
2125,BETA geoid 2852,GEOGRAPHY*TYPE*T,Gálvez,https://www.wikidata.org/wiki/Q175,
2126,BETA geoid 2853,GEOGRAPHY*TYPE*T,Villanueva del Fresno,https://www.wikidata.org/wiki/Q1628563,
2127,BETA geoid 2854,GEOGRAPHY*TYPE*T,Berbinzana,https://www.wikidata.org/wiki/Q1645757,
2128,BETA geoid 2855,GEOGRAPHY*TYPE*T,La Bisbal d’Empordà,https://www.wikidata.org/wiki/Q13460,
2129,BETA geoid 2856,GEOGRAPHY*TYPE*T,Gutierre-Muñoz,https://www.wikidata.org/wiki/Q1607033,
2130,BETA geoid 2857,GEOGRAPHY*TYPE*T,Belcastro,https://www.wikidata.org/wiki/Q53496,
2131,BETA geoid 2858,GEOGRAPHY*TYPE*P,Catanzaro (provincia),https://www.wikidata.org/wiki/Q16159,
2132,BETA geoid 2859,GEOGRAPHY*TYPE*R,Tierra de Campos (región),https://www.wikidata.org/wiki/Q2328124,
2133,BETA geoid 2860,GEOGRAPHY*TYPE*G,Herbón (parroquia),https://www.wikidata.org/wiki/Q12951957,
2135,BETA geoid 2860,,,https://es.wikipedia.org/wiki/Herb%C3%B3n,
2134,BETA geoid 2860,,,https://database.factgrid.de/wiki/Item:Q348630,
2136,BETA geoid 2861,GEOGRAPHY*TYPE*T,Ayerbe,https://www.wikidata.org/wiki/Q189749,
2137,BETA geoid 2862,GEOGRAPHY*TYPE*T,Fuensaldaña,https://www.wikidata.org/wiki/Q1651705,
2138,BETA geoid 2863,GEOGRAPHY*TYPE*T,Sainte-Maure-de-Touraine,https://www.wikidata.org/wiki/Q474524,
2139,BETA geoid 2864,GEOGRAPHY*TYPE*DP,Indre-et-Loire (département),https://www.wikidata.org/wiki/Q12556,
2140,BETA geoid 2865,GEOGRAPHY*TYPE*T,Messina,https://www.wikidata.org/wiki/Q13666,
2141,BETA geoid 2866,GEOGRAPHY*TYPE*T,Peleas de Arriba,https://www.wikidata.org/wiki/Q9057878,
2142,BETA geoid 2866,,,https://database.factgrid.de/wiki/Item:Q450985,
2143,BETA geoid 2867,GEOGRAPHY*TYPE*T,Poleñino,https://www.wikidata.org/wiki/Q984585,
2144,BETA geoid 2868,GEOGRAPHY*TYPE*T,Canyelles,https://www.wikidata.org/wiki/Q15559,
2145,BETA geoid 2869,GEOGRAPHY*TYPE*T,Cabanelles,https://www.wikidata.org/wiki/Q11247,
2146,BETA geoid 2870,GEOGRAPHY*TYPE*T,Minaya,https://www.wikidata.org/wiki/Q582832,
2148,BETA geoid 2872,GEOGRAPHY*TYPE*T,Beauvais,https://www.wikidata.org/wiki/Q174257,
2147,BETA geoid 2872,,,https://database.factgrid.de/wiki/Item:Q105962,
2149,BETA geoid 2874,GEOGRAPHY*TYPE*T,Campotéjar,https://database.factgrid.de/wiki/Item:Q345622,
2150,BETA geoid 2878,GEOGRAPHY*TYPE*CA,Comunidad Foral de Navarra (comunidad autónoma),https://www.wikidata.org/wiki/Q4018,
2152,BETA geoid 2878,,,https://es.wikipedia.org/wiki/Navarra,
2151,BETA geoid 2878,,,https://database.factgrid.de/wiki/Item:Q351233,
2153,BETA geoid 2879,GEOGRAPHY*TYPE*M,Mota (marquesado),https://www.wikidata.org/wiki/Q1929288,
2154,BETA geoid 2880,GEOGRAPHY*TYPE*T,Sena,https://www.wikidata.org/wiki/Q1020526,
2155,BETA geoid 2880,,,https://database.factgrid.de/wiki/Item:Q354843,
2157,BETA geoid 2881,GEOGRAPHY*TYPE*R,Penthièvre (región),https://www.wikidata.org/wiki/Q575374,
2156,BETA geoid 2881,,,https://fr.wikipedia.org/wiki/Liste_des_comtes_et_ducs_de_Penthi%C3%A8vre,
2158,BETA geoid 2881,,,https://es.wikipedia.org/wiki/Ducado_de_Penthi%C3%A8vre,
2159,BETA geoid 2882,GEOGRAPHY*TYPE*C,Devonshire (condado),https://www.wikidata.org/wiki/Q23156,
2160,BETA geoid 2882,,,https://en.wikipedia.org/wiki/Devon,
2161,BETA geoid 2883,GEOGRAPHY*TYPE*D,Melfi (diócesis),,
2162,BETA geoid 2884,GEOGRAPHY*TYPE*T,St. Gallen,https://www.wikidata.org/wiki/Q25607,
2163,BETA geoid 2884,,,https://es.wikipedia.org/wiki/San_Galo,
2164,BETA geoid 2886,GEOGRAPHY*TYPE*T,Borja,https://www.wikidata.org/wiki/Q835559,
2165,BETA geoid 2887,GEOGRAPHY*TYPE*C,Arrochela (condado),https://www.wikidata.org/wiki/Q16494059,
2166,BETA geoid 2887,,,https://pt.wikipedia.org/wiki/Conde_de_Arrochela,
2167,BETA geoid 2888,GEOGRAPHY*TYPE*T,Campobasso,https://www.wikidata.org/wiki/Q3497,
2168,BETA geoid 2889,GEOGRAPHY*TYPE*R,Vallespir (región),https://es.wikipedia.org/wiki/Vallespir,
2169,BETA geoid 2890,GEOGRAPHY*TYPE*T,Ciria,https://es.wikipedia.org/wiki/Ciria,
2170,BETA geoid 2891,GEOGRAPHY*TYPE*T,Borobia,https://es.wikipedia.org/wiki/Borobia,
2171,BETA geoid 2892,GEOGRAPHY*TYPE*T,Villafuerte de Esgueva,https://es.wikipedia.org/wiki/Villafuerte_de_Esgueva,
2172,BETA geoid 2893,GEOGRAPHY*TYPE*CA,Castilla y León (comunidad autónoma),https://www.wikidata.org/wiki/Q5739,
2173,BETA geoid 2894,GEOGRAPHY*TYPE*CA,Castilla-La Mancha (comunidad autónoma),https://www.wikidata.org/wiki/Q5748,
2174,BETA geoid 2895,GEOGRAPHY*TYPE*T,Cruïlles,https://www.wikidata.org/wiki/Q3920534,
2177,BETA geoid 2898,GEOGRAPHY*TYPE*T,Luna,https://www.wikidata.org/wiki/Q648424,
2178,BETA geoid 2898,,,https://es.wikipedia.org/wiki/Condado_de_Luna_(1598),
2179,BETA geoid 2899,GEOGRAPHY*TYPE*T,Ocón,https://es.wikipedia.org/wiki/OcC3%B3n,
2180,BETA geoid 2900,GEOGRAPHY*TYPE*T,Fellheim,https://en.wikipedia.org/wiki/Fellheim,
2181,BETA geoid 2901,GEOGRAPHY*TYPE*T,Novara,https://es.wikipedia.org/wiki/Novara,
2182,BETA geoid 2902,GEOGRAPHY*TYPE*O,Salinillas de Buradón (señorío),https://es.wikipedia.org/wiki/Salinillas_de_Burad%C3%B3n,
2183,BETA geoid 2903,GEOGRAPHY*TYPE*T,Labastida,https://es.wikipedia.org/wiki/Labastida,
2184,BETA geoid 2904,GEOGRAPHY*TYPE*T,Trigueros del Valle,https://es.wikipedia.org/wiki/Trigueros_del_Valle,
2185,BETA geoid 2905,GEOGRAPHY*TYPE*T,Montepulciano,https://es.wikipedia.org/wiki/Montepulciano,
2186,BETA geoid 2906,GEOGRAPHY*TYPE*T,Huarte-Araquil,https://www.wikidata.org/wiki/Q1647888,
2187,BETA geoid 2907,GEOGRAPHY*TYPE*O,Albornoz (señorío),https://www.wikidata.org/wiki/Q6126684,
2188,BETA geoid 2907,,,https://es.wikipedia.org/wiki/SeC3%B1orC3%ADo_de_Albornoz,
2189,BETA geoid 2907,,,https://database.factgrid.de/wiki/Item:Q701530,
2190,BETA geoid 2908,GEOGRAPHY*TYPE*R,Andalucía (región),,
2191,BETA geoid 2909,GEOGRAPHY*TYPE*T,Urbania,https://it.wikipedia.org/wiki/Urbania,
2192,BETA geoid 2910,GEOGRAPHY*TYPE*G,Altamira (parroquia),https://es.wikipedia.org/wiki/Vizcondado_de_Altamira_de_Vivero,
2194,BETA geoid 2911,,,https://www.wikidata.org/wiki/Q6000669,
2193,BETA geoid 2911,GEOGRAPHY*TYPE*T,Monteagudo,https://www.wikidata.org/wiki/Q1772992,
2195,BETA geoid 2911,,,https://es.wikipedia.org/wiki/Marquesado_de_Monteagudo,
2196,BETA geoid 2912,GEOGRAPHY*TYPE*T,Naxos Isla),https://es.wikipedia.org/wiki/Naxos_(isla),
2197,BETA geoid 2913,GEOGRAPHY*TYPE*T,Oaxaca de Juárez,https://es.wikipedia.org/wiki/Oaxaca_de_Ju%C3%A1rez,
2198,BETA geoid 2914,GEOGRAPHY*TYPE*T,Camarasa,https://es.wikipedia.org/wiki/Camarasa_(L%C3%A9rida),
,BETA geoid 2916,GEOGRAPHY*TYPE*I,Creta,https://es.wikipedia.org/wiki/Creta,
,BETA geoid 2917,GEOGRAPHY*TYPE*T,Priego de Córdoba,https://www.wikidata.org/wiki/Q301437,
,BETA geoid 2918,GEOGRAPHY*TYPE*T,Villalonga del Campo,https://es.wikipedia.org/wiki/Marquesado_de_Vilallonga,
,BETA geoid 2919,GEOGRAPHY*TYPE*B,Second Battle of Olmedo,https://www.wikidata.org/wiki/Q2295317,
,BETA geoid 2919,,,https://es.wikipedia.org/wiki/Batalla_de_Olmedo_(1467),
1887,,GEOGRAPHY*TYPE*T,Múgica,BETA geoid 2654 DELETED = 1782,
1772,,GEOGRAPHY*TYPE*T,Belalcázar,BETA geoid 2545 DELETED = 2475,
1734,,GEOGRAPHY*TYPE*T,Bibermühle,BETA geoid 2511 DELETED = STREET,
1496,,GEOGRAPHY*TYPE*T,Alamín,BETA geoid 2304 DELETED = 2319,
1297,,GEOGRAPHY*TYPE*P,Hainaut (provincia),BETA geoid 2135 DELETED = 1843,
1276,,GEOGRAPHY*TYPE*T,La Cruz,BETA geoid 2118 DELETED = 1201,
1091,,GEOGRAPHY*TYPE*T,Álava,BETA geoid 1936 DELETED = 1662,
1004,,GEOGRAPHY*TYPE*T,Valdecorneja,BETA geoid 1848 DELETED = geoid 1649,
980,,GEOGRAPHY*TYPE*T,Quer,BETA geoid 1827 DELETED = geoid 1465,
762,,GEOGRAPHY*TYPE*T,Viles,BETA geoid 1632 Viles DELETED = Los Vélez,
577,,GEOGRAPHY*TYPE*T,Rotthalmünster,BETA geoid 1475 DELETED,
544,,GEOGRAPHY*TYPE*T,Cañas Doradas,BETA geoid 1449 DELETED = geoid 1448,
484,,GEOGRAPHY*TYPE*T,Montes Claros,BETA geoid 1405 DELETED,
278,,GEOGRAPHY*TYPE*R,"Sevilla, cerca de (región)",BETA geoid 1234 DELETED, 
,,GEOGRAPHY*TYPE*T,,BETA geoid 1110 DELETED,
